question_id,sample_id,attempt_index,is_correct,trace_length,success_signal,failure_signal,net_signal,top_success_motifs,top_failure_motifs,top_success_steps,top_failure_steps,critical_steps_for_observed_outcome,reasoning_trace
11,17,18,True,18,104.690821,0.000000,104.690821,"analyze|case-split (count=2, score=12.606, p_success=0.893, p_fail=0.107) || check-constraint|compute (count=2, score=9.157, p_success=0.744, p_fail=0.256) || instantiate|check-constraint|compute (count=2, score=8.669, p_success=0.842, p_fail=0.158) || instantiate|check-constraint (count=2, score=7.852, p_success=0.740, p_fail=0.260) || case-split|instantiate (count=2, score=7.317, p_success=0.846, p_fail=0.154)",,compute (49.666) || case-split (41.709) || check-constraint (37.040) || instantiate (28.114) || count (25.662),,compute (49.666) || case-split (41.709) || check-constraint (37.040) || instantiate (28.114) || count (25.662),count|analyze|case-split|instantiate|check-constraint|compute|count|case-split|instantiate|check-constraint|compute|compare|conclude|analyze|case-split|apply-formula|compute|case-split
11,18,19,True,17,115.953787,0.000000,115.953787,"analyze|case-split (count=2, score=12.606, p_success=0.893, p_fail=0.107) || count|analyze|instantiate (count=2, score=10.975, p_success=0.875, p_fail=0.125) || analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || count|analyze (count=2, score=9.598, p_success=0.787, p_fail=0.213) || case-split|check-constraint (count=2, score=7.573, p_success=1.000, p_fail=0.000)",,analyze (83.444) || count (59.920) || case-split (58.525) || instantiate (48.663) || check-constraint (14.307),,analyze (83.444) || count (59.920) || case-split (58.525) || instantiate (48.663) || check-constraint (14.307),count|analyze|instantiate|count|analyze|instantiate|analyze|case-split|check-constraint|conclude|case-split|check-constraint|analyze|case-split|count|case-split|compute
11,19,20,True,11,83.901781,0.000000,83.901781,"count|case-split (count=1, score=6.988, p_success=0.923, p_fail=0.077) || analyze|case-split (count=1, score=6.303, p_success=0.893, p_fail=0.107) || case-split|count (count=1, score=5.620, p_success=0.900, p_fail=0.100) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257)",,analyze (79.973) || case-split (37.710) || compute (31.216) || instantiate (27.926) || count (26.829),,analyze (79.973) || case-split (37.710) || compute (31.216) || instantiate (27.926) || count (26.829),count|analyze|compute|analyze|instantiate|analyze|case-split|conclude|case-split|count|case-split
12,0,0,False,24,126.096570,4.962321,121.134249,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || rewrite|instantiate (count=2, score=9.708, p_success=0.828, p_fail=0.172) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || instantiate|analyze|compute (count=2, score=8.117, p_success=0.724, p_fail=0.276)","compute|analyze|compare|compute (count=1, score=2.138, p_success=0.167, p_fail=0.833) || check-constraint|compute|check-constraint (count=1, score=1.281, p_success=0.375, p_fail=0.625) || compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571) || instantiate|conclude|compute (count=1, score=0.464, p_success=0.429, p_fail=0.571) || analyze|compute|instantiate|compute (count=1, score=0.269, p_success=0.476, p_fail=0.524)",compute (101.796) || instantiate (76.955) || analyze (53.607) || rewrite (41.377) || substitute (15.351),compute (7.369) || analyze (3.218) || compare (2.949) || check-constraint (2.561) || instantiate (0.733),compute (7.369) || analyze (3.218) || compare (2.949) || check-constraint (2.561) || instantiate (0.733),instantiate|analyze|compute|rewrite|instantiate|analyze|compute|instantiate|compute|substitute|rewrite|instantiate|compute|analyze|compare|compute|instantiate|conclude|compute|compare|check-constraint|compute|check-constraint|compare
12,1,2,True,13,94.246625,0.810979,93.435646,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|instantiate (count=2, score=5.344, p_success=0.637, p_fail=0.363) || instantiate|compute|rewrite|instantiate (count=1, score=5.302, p_success=1.000, p_fail=0.000) || rewrite|compute (count=1, score=5.140, p_success=0.804, p_fail=0.196) || compute|compare (count=1, score=5.108, p_success=0.810, p_fail=0.190)","compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571)",compute (103.046) || instantiate (79.370) || rewrite (55.682) || compare (16.030) || analyze (6.737),compute (0.811) || analyze (0.811) || compare (0.811),compute (103.046) || instantiate (79.370) || rewrite (55.682) || compare (16.030) || analyze (6.737),compute|instantiate|rewrite|compute|instantiate|compute|rewrite|instantiate|compute|compare|compute|analyze|compare
12,2,3,True,18,88.793985,4.937725,83.856261,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || compute|instantiate|compute (count=2, score=6.203, p_success=0.682, p_fail=0.318) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || compute|instantiate (count=2, score=5.344, p_success=0.637, p_fail=0.363)","substitute|analyze (count=1, score=2.495, p_success=0.278, p_fail=0.722) || conclude|compute|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636) || compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571) || conclude|compute|instantiate|compute (count=1, score=0.464, p_success=0.429, p_fail=0.571)",compute (85.384) || analyze (66.067) || instantiate (45.202) || substitute (21.161) || conclude (4.785),analyze (3.306) || compute (2.907) || substitute (2.495) || conclude (1.632) || instantiate (1.632),compute (85.384) || analyze (66.067) || instantiate (45.202) || substitute (21.161) || conclude (4.785),compute|instantiate|compute|substitute|instantiate|analyze|compute|analyze|substitute|analyze|compare|compute|conclude|compute|instantiate|compute|analyze|compare
12,3,4,True,20,105.599009,0.268956,105.330054,"instantiate|compute (count=4, score=18.950, p_success=0.719, p_fail=0.281) || compare|instantiate|compute (count=2, score=6.927, p_success=0.889, p_fail=0.111) || compare|instantiate (count=2, score=5.952, p_success=0.765, p_fail=0.235) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || compute|compare (count=1, score=5.108, p_success=0.810, p_fail=0.190)","analyze|compute|instantiate|compute (count=1, score=0.269, p_success=0.476, p_fail=0.524)",compute (93.336) || instantiate (73.817) || compare (24.660) || apply-formula (17.986) || analyze (15.928),compute (0.538) || analyze (0.269) || instantiate (0.269),compute (93.336) || instantiate (73.817) || compare (24.660) || apply-formula (17.986) || analyze (15.928),instantiate|analyze|compute|instantiate|compute|substitute|compare|instantiate|compute|apply-formula|instantiate|compute|conclude|compare|instantiate|compute|check-constraint|backtrack|compute|compare
12,4,11,True,26,168.292375,0.000000,168.292375,"analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || rewrite|analyze (count=2, score=7.344, p_success=0.722, p_fail=0.278) || compare|analyze|compute (count=1, score=6.579, p_success=1.000, p_fail=0.000)",,compute (115.693) || analyze (112.485) || instantiate (77.704) || rewrite (61.324) || compare (34.720),,compute (115.693) || analyze (112.485) || instantiate (77.704) || rewrite (61.324) || compare (34.720),instantiate|analyze|compute|rewrite|instantiate|rewrite|analyze|compute|substitute|instantiate|compute|substitute|rewrite|analyze|instantiate|compute|instantiate|analyze|compare|analyze|compute|compare|compute|analyze|conclude|compare
12,5,12,True,19,127.453486,0.464014,126.989472,"instantiate|compute (count=3, score=14.213, p_success=0.719, p_fail=0.281) || compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || compute|instantiate (count=3, score=8.016, p_success=0.637, p_fail=0.363) || compute|instantiate|compute (count=2, score=6.203, p_success=0.682, p_fail=0.318)","compute|analyze|conclude|compute (count=1, score=0.464, p_success=0.429, p_fail=0.571)",compute (138.566) || instantiate (87.206) || analyze (46.269) || compare (27.702) || rewrite (25.278),compute (0.928) || analyze (0.464) || conclude (0.464),compute (138.566) || instantiate (87.206) || analyze (46.269) || compare (27.702) || rewrite (25.278),compute|instantiate|rewrite|compute|instantiate|compute|analyze|instantiate|compute|compare|compute|instantiate|compute|analyze|conclude|compute|compare|compute|check-constraint
12,6,14,False,28,161.303653,2.059405,159.244248,"instantiate|compute (count=3, score=14.213, p_success=0.719, p_fail=0.281) || compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || instantiate|compute|analyze (count=3, score=9.229, p_success=0.683, p_fail=0.317)","compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571) || compare|analyze|instantiate (count=1, score=0.515, p_success=0.400, p_fail=0.600) || compute|instantiate|check-constraint|analyze (count=1, score=0.464, p_success=0.429, p_fail=0.571) || analyze|compute|instantiate|compute (count=1, score=0.269, p_success=0.476, p_fail=0.524)",compute (127.541) || analyze (101.150) || instantiate (88.006) || check-constraint (24.318) || compare (23.771),analyze (2.059) || compute (1.813) || compare (1.326) || instantiate (1.248) || check-constraint (0.464),analyze (2.059) || compute (1.813) || compare (1.326) || instantiate (1.248) || check-constraint (0.464),compute|instantiate|check-constraint|analyze|compute|instantiate|compute|analyze|instantiate|substitute|instantiate|analyze|substitute|compute|compare|compute|instantiate|compute|analyze|compare|check-constraint|compute|compare|analyze|instantiate|compute|analyze|conclude
12,7,16,True,35,241.397418,0.928028,240.469390,"instantiate|compute (count=4, score=18.950, p_success=0.719, p_fail=0.281) || instantiate|analyze (count=3, score=13.791, p_success=0.723, p_fail=0.277) || analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || rewrite|instantiate (count=2, score=9.708, p_success=0.828, p_fail=0.172)","compute|instantiate|check-constraint|analyze (count=1, score=0.464, p_success=0.429, p_fail=0.571) || instantiate|conclude|compute (count=1, score=0.464, p_success=0.429, p_fail=0.571)",instantiate (191.812) || compute (178.944) || analyze (120.056) || rewrite (76.190) || check-constraint (45.304),instantiate (0.928) || compute (0.928) || conclude (0.464) || check-constraint (0.464) || analyze (0.464),instantiate (191.812) || compute (178.944) || analyze (120.056) || rewrite (76.190) || check-constraint (45.304),instantiate|analyze|compute|rewrite|instantiate|rewrite|compute|instantiate|check-constraint|analyze|instantiate|analyze|compute|analyze|instantiate|compute|rewrite|instantiate|compute|substitute|instantiate|compute|instantiate|analyze|substitute|compare|compute|instantiate|conclude|compute|check-constraint|instantiate|compute|check-constraint|compare
12,8,29,True,28,167.463068,0.000000,167.463068,"instantiate|compute (count=3, score=14.213, p_success=0.719, p_fail=0.281) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || check-constraint|instantiate (count=1, score=6.318, p_success=0.879, p_fail=0.121) || compute|analyze|rewrite (count=1, score=5.302, p_success=1.000, p_fail=0.000)",,compute (112.034) || instantiate (100.672) || analyze (77.145) || check-constraint (44.348) || substitute (27.927),,compute (112.034) || instantiate (100.672) || analyze (77.145) || check-constraint (44.348) || substitute (27.927),instantiate|compute|analyze|rewrite|instantiate|analyze|check-constraint|instantiate|compute|substitute|compute|instantiate|analyze|compare|compute|analyze|instantiate|compare|instantiate|compute|backtrack|compute|check-constraint|conclude|compare|check-constraint|analyze|compare
12,9,30,True,24,147.099782,0.000000,147.099782,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || rewrite|instantiate (count=2, score=9.708, p_success=0.828, p_fail=0.172) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || instantiate|analyze|compute (count=2, score=8.117, p_success=0.724, p_fail=0.276)",,compute (106.566) || instantiate (81.368) || analyze (55.158) || rewrite (55.047) || compare (29.279),,compute (106.566) || instantiate (81.368) || analyze (55.158) || rewrite (55.047) || compare (29.279),instantiate|analyze|compute|rewrite|instantiate|rewrite|compute|substitute|instantiate|compute|substitute|rewrite|instantiate|analyze|compute|conclude|analyze|compare|compute|check-constraint|compare|instantiate|compute|compare
12,10,31,True,11,58.118876,0.000000,58.118876,"compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || rewrite|compute (count=1, score=5.140, p_success=0.804, p_fail=0.196) || rewrite|instantiate (count=1, score=4.854, p_success=0.828, p_fail=0.172) || instantiate|compute|compare (count=1, score=4.335, p_success=0.842, p_fail=0.158)",,compute (55.220) || instantiate (35.324) || rewrite (20.392) || substitute (15.351) || compare (14.551),,compute (55.220) || instantiate (35.324) || rewrite (20.392) || substitute (15.351) || compare (14.551),compute|instantiate|compute|substitute|rewrite|instantiate|compute|compare|rewrite|compute|compare
12,11,37,True,12,71.029350,2.948780,68.080570,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|instantiate (count=3, score=8.016, p_success=0.637, p_fail=0.363) || compute|instantiate|compute (count=2, score=6.203, p_success=0.682, p_fail=0.318) || rewrite|compute (count=1, score=5.140, p_success=0.804, p_fail=0.196) || compute|compare (count=1, score=5.108, p_success=0.810, p_fail=0.190)","compute|analyze|compare|compute (count=1, score=2.138, p_success=0.167, p_fail=0.833) || compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571)",compute (80.469) || instantiate (56.092) || rewrite (25.278) || compare (13.078) || analyze (10.939),compute (5.087) || analyze (2.949) || compare (2.949),compute (80.469) || instantiate (56.092) || rewrite (25.278) || compare (13.078) || analyze (10.939),compute|instantiate|rewrite|compute|instantiate|compute|analyze|compare|compute|instantiate|compute|compare
